country,article_name,revision_id,article_quality_est.,population
Cambodia,Chrea Sochenda,741923960.0,Stub,15497000.0
Cambodia,Vong Kan,742006559.0,Stub,15497000.0
Cambodia,Yos Son,742067282.0,Stub,15497000.0
Cambodia,Hun Many,744291790.0,Stub,15497000.0
Cambodia,Chhean Vam,747052284.0,Stub,15497000.0
Cambodia,Oum Chheang Sun,747052769.0,Stub,15497000.0
Cambodia,Norodom Kantol,747053219.0,Stub,15497000.0
Cambodia,Khieu Rada,747555899.0,Start,15497000.0
Cambodia,Ieu Koeus,747628491.0,Stub,15497000.0
Cambodia,Cheng Heng,747784875.0,Start,15497000.0
Cambodia,Mok Mareth,747945224.0,Start,15497000.0
Cambodia,Kieng Vang,748137241.0,Stub,15497000.0
Cambodia,Sisowath Watchayavong,748488170.0,Stub,15497000.0
Cambodia,Sokhom So,749156496.0,Stub,15497000.0
Cambodia,Min Sean,749304614.0,Stub,15497000.0
Cambodia,Y Chhean,749338398.0,Stub,15497000.0
Cambodia,Poa Bun Sreu,749357713.0,Stub,15497000.0
Cambodia,Toan Vanthara,749387326.0,Stub,15497000.0
Cambodia,Sok Soty,749388858.0,Stub,15497000.0
Cambodia,Pal Sam Oeun,749396845.0,Stub,15497000.0
Cambodia,Ngor Sovann,749470256.0,Stub,15497000.0
Cambodia,Kea Sahorn,749510551.0,Stub,15497000.0
Cambodia,Suos Kanan,749517390.0,Stub,15497000.0
Cambodia,Im Chhun Lim,749537624.0,Stub,15497000.0
Cambodia,Tram Iv Teuk,749537772.0,Stub,15497000.0
Cambodia,Hem Khorn,749561164.0,Stub,15497000.0
Cambodia,Um Nhanh,749569686.0,Stub,15497000.0
Cambodia,Poa Try,749570183.0,Stub,15497000.0
Cambodia,Yim Chhaily,749683882.0,Stub,15497000.0
Cambodia,Ith Prang,749704384.0,Stub,15497000.0
Cambodia,Try Chheang Huot,749710492.0,Stub,15497000.0
Cambodia,Suk Sam Eng,749945690.0,Stub,15497000.0
Cambodia,Nim Thot,749967879.0,Stub,15497000.0
Cambodia,Ngin Khorn,749970189.0,Stub,15497000.0
Cambodia,Sorn Inthor,749977252.0,Stub,15497000.0
Cambodia,You Hockry,750055098.0,Stub,15497000.0
Cambodia,Samrith Pech,750074445.0,Stub,15497000.0
Cambodia,Un Neung,750077042.0,Stub,15497000.0
Cambodia,Bou Thang,750179637.0,Stub,15497000.0
Cambodia,Peter Khoy Saukam,751227068.0,Start,15497000.0
Cambodia,Tuot Saron,752967379.0,Start,15497000.0
Cambodia,Phoeurng Sackona,752979708.0,Stub,15497000.0
Cambodia,Nhek Bun Chhay,753086260.0,Stub,15497000.0
Cambodia,Cheam Yeab,753684881.0,Stub,15497000.0
Cambodia,Chea Poch,753689952.0,Stub,15497000.0
Cambodia,Chin Bun Sean,753692176.0,Stub,15497000.0
Cambodia,Chhim Siek Leng,753695057.0,Stub,15497000.0
Cambodia,Chea Soth,753711610.0,Stub,15497000.0
Cambodia,Ke Pauk,754318281.0,Stub,15497000.0
